SeriesInstanceUID,StudyInstanceUID,SeriesNumberInstances,SeriesPlane,SeriesLabelMerge
1.2.840.113619.2.80.2802896632.20771.1595293627.1.4.2,1.2.840.113619.6.388.296616598824116420146164414730648035211,24,axial,other
1.2.840.113619.2.80.2802896632.21884.1602121757.1.4.2,1.2.840.113619.6.388.75375959512928365900552902675149673755,24,axial,other
1.2.840.113619.2.80.2802896632.21938.1602119610.1.4.2,1.2.840.113619.6.388.286339837838144895240820456803326285571,24,axial,other
1.2.840.113619.2.80.2802896632.22075.1595573467.1.4.2,1.2.840.113619.6.388.207198644791621012343388862844453709470,24,axial,other
1.2.840.113619.2.80.2802896632.22215.1595383231.1.4.2,1.2.840.113619.6.388.43804629438438929368265285531169231542,24,axial,other
1.2.840.113619.2.80.2802896632.22594.1595400420.1.4.2,1.2.840.113619.6.388.123405287767960600324424582633497450620,24,axial,other
1.2.840.113619.2.80.2802896632.22631.1596083628.1.4.2,1.2.840.113619.6.388.314002536652575899137532132877716928523,24,axial,other
1.2.840.113619.2.80.2802896632.23344.1591580540.1.4.2,1.2.840.113619.6.388.233475512591137518008779545579729597773,24,axial,other
1.2.840.113619.2.80.2802896632.23344.1591580543.27.4.2,1.2.840.113619.6.388.233475512591137518008779545579729597773,24,axial,other
1.2.840.113619.2.80.2802896632.23417.1601627090.1.4.2,1.2.840.113619.6.388.290114509684768753045494002259995288477,24,axial,other
1.2.840.113619.2.80.2802896632.23656.1591566153.1.4.2,1.2.840.113619.6.388.152020302640041640501657246418858593072,24,axial,other
1.2.840.113619.2.80.2802896632.23656.1591566156.27.4.2,1.2.840.113619.6.388.152020302640041640501657246418858593072,24,axial,other
1.2.840.113619.2.80.2802896632.23752.1602730889.1.4.2,1.2.840.113619.6.388.172097886845497482092845409351737833933,17,axial,other
1.2.840.113619.2.80.2802896632.2416.1595050343.1.4.2,1.2.840.113619.6.388.114727404025020669904139705458496915292,24,axial,other
1.2.840.113619.2.80.2802896632.24687.1592605282.1.4.2,1.2.840.113619.6.388.38548718643503154727940352551216885988,55,axial,other
1.2.840.113619.2.80.2802896632.24723.1602743443.1.4.2,1.2.840.113619.6.388.240281190330846556446169945302248099841,24,axial,other
1.2.840.113619.2.80.2802896632.25054.1602490136.27.4.2,1.2.840.113619.6.388.144165236519345438437589497640968510568,17,axial,other
1.2.840.113619.2.80.2802896632.25406.1597279432.1.4.2,1.2.840.113619.6.388.10811204088024990591589460410450038986,25,axial,other
1.2.840.113619.2.80.2802896632.26170.1591662065.1.4.2,1.2.840.113619.6.388.63860172261718610762080381825164490835,24,axial,other
1.2.840.113619.2.80.2802896632.26474.1596171892.1.4.2,1.2.840.113619.6.388.339607819546363819845392174936725442761,24,axial,other
1.2.840.113619.2.80.2802896632.26783.1595292041.1.4.2,1.2.840.113619.6.388.55326781638345523187904784836822139644,24,axial,other
1.2.840.113619.2.80.2802896632.26783.1595292043.27.4.2,1.2.840.113619.6.388.55326781638345523187904784836822139644,24,axial,other
1.2.840.113619.2.80.2802896632.26878.1598584882.1.4.2,1.2.840.113619.6.388.165496136841848953117262018945468649785,24,axial,other
1.2.840.113619.2.80.2802896632.27198.1595983401.1.4.2,1.2.840.113619.6.388.185848116967023539198258830380339878916,24,axial,other
1.2.840.113619.2.80.2802896632.27651.1600331135.1.4.2,1.2.840.113619.6.388.175446318744063600837266734420532274121,24,axial,other
1.2.840.113619.2.80.2802896632.28407.1598585168.1.4.2,1.2.840.113619.6.388.153389331643657703786270294687080758737,24,axial,other
1.2.840.113619.2.80.2802896632.29049.1596604821.1.4.2,1.2.840.113619.6.388.66418468323517774028651012969420461445,24,axial,other
1.2.840.113619.2.80.2802896632.29177.1599873779.39.4.2,1.2.840.113619.6.388.110095587501191797057351369086052343769,24,axial,other
1.2.840.113619.2.80.2802896632.29177.1599873782.65.4.2,1.2.840.113619.6.388.110095587501191797057351369086052343769,24,axial,other
1.2.840.113619.2.80.2802896632.30047.1599894240.45.4.2,1.2.840.113619.6.388.210342332010324154085744394197913271451,24,axial,other
1.2.840.113619.2.80.2802896632.30047.1599894242.71.4.2,1.2.840.113619.6.388.210342332010324154085744394197913271451,24,axial,other
1.2.840.113619.2.80.2802896632.30153.1602831998.1.4.2,1.2.840.113619.6.388.96961933018293068337202595431171220846,24,axial,other
1.2.840.113619.2.80.2802896632.30260.1602122093.1.4.2,1.2.840.113619.6.388.75375959512928365900552902675149673755,20,axial,other
1.2.840.113619.2.80.2802896632.30326.1601957460.1.4.2,1.2.840.113619.6.388.332226934080956888784070840329703953396,24,axial,other
1.2.840.113619.2.80.2802896632.3050.1599440076.1.4.2,1.2.840.113619.6.388.216224377132414271196747587458172242187,24,axial,other
1.2.840.113619.2.80.2802896632.30529.1599463509.1.4.2,1.2.840.113619.6.388.66302973390380776734401137396458140519,24,axial,other
1.2.840.113619.2.80.2802896632.30864.1594676816.1.4.2,1.2.840.113619.6.388.281619489552853467380859543861758677021,24,axial,other
1.2.840.113619.2.80.2802896632.31439.1599642512.1.4.2,1.2.840.113619.6.388.204112447996558544077057957260308130167,24,axial,other
1.2.840.113619.2.80.2802896632.32355.1592605391.1.4.2,1.2.840.113619.6.388.38548718643503154727940352551216885988,25,axial,other
1.2.840.113619.2.80.2802896632.32672.1600314639.1.4.2,1.2.840.113619.6.388.126373767048569392932803448754323059746,29,axial,other
1.2.840.113619.2.80.2802896632.3374.1595460589.1.4.2,1.2.840.113619.6.388.34083997399286100422123032415155894404,23,axial,other
1.2.840.113619.2.80.2802896632.3486.1591688464.1.4.2,1.2.840.113619.6.388.28348361537918700488909643097014874456,24,axial,other
1.2.840.113619.2.80.2802896632.3486.1591688467.27.4.2,1.2.840.113619.6.388.28348361537918700488909643097014874456,24,axial,other
1.2.840.113619.2.80.2802896632.3555.1598573781.1.4.2,1.2.840.113619.6.388.140770304931314606121314475477782544494,24,axial,other
1.2.840.113619.2.80.2802896632.424.1602559465.1.4.2,1.2.840.113619.6.388.19351184637425381423479132692720503173,24,axial,other
1.2.840.113619.2.80.2802896632.4900.1602226573.1.4.2,1.2.840.113619.6.388.280941014586127832288864600918111868268,24,axial,other
1.2.840.113619.2.80.2802896632.5024.1591771460.1.4.2,1.2.840.113619.6.388.145997340567552760384478099850933964851,24,axial,other
1.2.840.113619.2.80.2802896632.5715.1597011856.19.4.2,1.2.840.113619.6.388.49340810182461602790068724234654570317,18,axial,other
1.2.840.113619.2.80.2802896632.719.1595036172.26.4.2,1.2.840.113619.6.388.299644115384907986947717284768417434914,24,axial,other
1.2.840.113619.2.80.2802896632.7370.1601448970.1.4.2,1.2.840.113619.6.388.249556263072470013257311253580534457569,24,axial,other
1.2.840.113619.2.80.2802896632.7522.1600313173.1.4.2,1.2.840.113619.6.388.154930230586021727710521723052301611955,24,axial,other
1.2.840.113619.2.80.2802896632.8103.1597016159.1.4.2,1.2.840.113619.6.388.290980611618255580417199809771922339437,25,axial,other
1.2.840.113619.2.80.2802896632.8232.1601635059.1.4.2,1.2.840.113619.6.388.61594380374608993727729099864460374747,24,axial,other
1.2.840.113619.2.80.2802896632.8232.1601635173.53.4.2,1.2.840.113619.6.388.61594380374608993727729099864460374747,24,axial,other
1.2.840.113619.2.80.2802896632.8267.1595896363.1.4.2,1.2.840.113619.6.388.170870321186233564337520718387667756998,24,axial,other
1.2.840.113619.2.80.2802896632.8405.1599696279.1.4.2,1.2.840.113619.6.388.28404287923732069372792147445379205859,23,axial,other
1.2.840.113619.2.80.2802896632.8637.1591578297.1.4.2,1.2.840.113619.6.388.149014264091855030729487922857445967672,24,axial,other
1.2.840.113619.2.80.2802896632.8645.1595987157.1.4.2,1.2.840.113619.6.388.303688102919754287774975065207891548667,24,axial,other
1.2.840.113619.2.80.2802896632.984.1591604395.1.4.2,1.2.840.113619.6.388.266676779413867168513695155403166215999,24,axial,other
1.2.840.113619.2.80.2802896632.9891.1591776586.1.4.2,1.2.840.113619.6.388.209149410417341710900170428209509672499,24,axial,other
1.2.840.113619.2.80.2804685741.10570.1599118309.20.4.2,1.2.840.113619.6.410.251921316841386296542981197855438274313,25,axial,other
1.2.840.113619.2.80.2804685741.10571.1599782250.1.4.2,1.2.840.113619.6.410.284829606723725549679006570235743894743,25,axial,other
1.2.840.113619.2.80.2804685741.11866.1580714163.1.4.2,1.2.840.113619.6.410.35122281026575499042207664568529006499,18,axial,other
1.2.840.113619.2.80.2804685741.11866.1580714183.20.4.2,1.2.840.113619.6.410.35122281026575499042207664568529006499,18,axial,other
1.2.840.113619.2.80.2804685741.12371.1595228586.1.4.2,1.2.840.113619.6.410.259258635306824730503101825579777267348,15,axial,other
1.2.840.113619.2.80.2804685741.12371.1595228590.17.4.2,1.2.840.113619.6.410.259258635306824730503101825579777267348,15,axial,other
1.2.840.113619.2.80.2804685741.13428.1594015512.1.4.2,1.2.840.113619.6.410.101100861104762822098783993417376401921,14,axial,other
1.2.840.113619.2.80.2804685741.13428.1594015521.17.4.2,1.2.840.113619.6.410.101100861104762822098783993417376401921,15,axial,other
1.2.840.113619.2.80.2804685741.13725.1580453333.1.4.2,1.2.840.113619.6.410.129535188818490734954528572423006842250,25,axial,other
1.2.840.113619.2.80.2804685741.1618.1594888283.1.4.2,1.2.840.113619.6.410.141640540339052530491289890774412858368,16,axial,other
1.2.840.113619.2.80.2804685741.1618.1594888295.18.4.2,1.2.840.113619.6.410.141640540339052530491289890774412858368,15,axial,other
1.2.840.113619.2.80.2804685741.18615.1596521417.1.4.2,1.2.840.113619.6.410.187510748184269179517286452881559008700,29,axial,other
1.2.840.113619.2.80.2804685741.19149.1599438416.1.4.2,1.2.840.113619.6.410.228740670531169773299671777809937974762,15,axial,other
1.2.840.113619.2.80.2804685741.20816.1569659076.1.4.2,1.2.840.113619.6.410.211312410577086490523754881444784253502,24,axial,other
1.2.840.113619.2.80.2804685741.23486.1600758795.1.4.2,1.2.840.113619.6.410.300267787693247921510086091600291259554,14,axial,other
1.2.840.113619.2.80.2804685741.23486.1600758800.17.4.2,1.2.840.113619.6.410.300267787693247921510086091600291259554,14,axial,other
1.2.840.113619.2.80.2804685741.25262.1581925937.1.4.2,1.2.840.113619.6.410.255341383267583657038471475025735047099,16,axial,other
1.2.840.113619.2.80.2804685741.25262.1581925990.50.4.2,1.2.840.113619.6.410.255341383267583657038471475025735047099,15,axial,other
1.2.840.113619.2.80.2804685741.26652.1581403692.20.4.2,1.2.840.113619.6.410.132199041217119995266064421749631101235,18,axial,other
1.2.840.113619.2.80.2804685741.26993.1581389964.1.4.2,1.2.840.113619.6.410.213925565523759567732468613113106897503,15,axial,other
1.2.840.113619.2.80.2804685741.26993.1581389970.17.4.2,1.2.840.113619.6.410.213925565523759567732468613113106897503,15,axial,other
1.2.840.113619.2.80.2804685741.2702.1579055637.1.4.2,1.2.840.113619.6.410.233883733650347072299420381528089101654,16,axial,other
1.2.840.113619.2.80.2804685741.2702.1579055658.18.4.2,1.2.840.113619.6.410.111685659935205307282178263189933877201,16,axial,other
1.2.840.113619.2.80.2804685741.28145.1596521482.1.4.2,1.2.840.113619.6.410.187510748184269179517286452881559008700,18,axial,other
1.2.840.113619.2.80.2804685741.28145.1596521491.20.4.2,1.2.840.113619.6.410.187510748184269179517286452881559008700,19,axial,other
1.2.840.113619.2.80.2804685741.28924.1581403729.1.4.2,1.2.840.113619.6.410.132199041217119995266064421749631101235,18,axial,other
1.2.840.113619.2.80.2804685741.29415.1580349982.1.4.2,1.2.840.113619.6.410.120798535282182510508433318089287298444,15,axial,other
1.2.840.113619.2.80.2804685741.29415.1580349992.17.4.2,1.2.840.113619.6.410.120798535282182510508433318089287298444,16,axial,other
1.2.840.113619.2.80.2804685741.29931.1579049395.1.4.2,1.2.840.113619.6.410.155223390873941876127890484007219336581,12,axial,other
1.2.840.113619.2.80.2804685741.29931.1579049409.14.4.2,1.2.840.113619.6.410.155223390873941876127890484007219336581,13,axial,other
1.2.840.113619.2.80.2804685741.31517.1595835648.1.4.2,1.2.840.113619.6.410.37036263072944493744077818572951532217,25,axial,other
1.2.840.113619.2.80.2804685741.5851.1580438466.1.4.2,1.2.840.113619.6.410.294840114589361917339754723274158169223,15,axial,other
1.2.840.113619.2.80.2804685741.5851.1580438504.33.4.2,1.2.840.113619.6.410.294840114589361917339754723274158169223,16,axial,other
1.2.840.113619.2.80.2804685741.7090.1599781925.1.4.2,1.2.840.113619.6.410.284829606723725549679006570235743894743,29,axial,other
1.2.840.113619.2.80.2804685741.7090.1599782055.70.4.2,1.2.840.113619.6.410.284829606723725549679006570235743894743,25,axial,other
1.2.840.113619.2.80.2804685741.7090.1599782097.97.4.2,1.2.840.113619.6.410.284829606723725549679006570235743894743,25,axial,other
1.2.840.113619.2.80.2804685741.8393.1595835324.1.4.2,1.2.840.113619.6.410.37036263072944493744077818572951532217,25,axial,other
1.2.840.113619.2.80.2808711206.132428.1589876449.1.4.2,1.2.840.113619.6.408.99864639509178164210388879257960377315,24,axial,other
1.2.840.113619.2.80.3038800502.20662.1589875935.1.13.2,1.2.840.113619.6.408.99864639509178164210388879257960377315,25,axial,dwi
1.2.840.113619.2.80.3038800502.5150.1589244871.1.13.2,1.2.840.113619.6.408.179843886654737753517271438726074557758,25,axial,dwi
